icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timeStamp
7c6ddd,QFA444  ,Australia,1583040889.0,1583040889,145.7397,-36.967,7200.9,False,247.29,54.23,8.13,,7498.08,3270,False,0,20200301T1634
7c6ddc,QFA536  ,Australia,1583040889.0,1583040889,152.3388,-31.5608,11887.2,False,235.22,14.83,0.0,,12473.94,1460,False,0,20200301T1634
4bab23,THY8DL  ,Turkey,1583040888.0,1583040889,26.1068,41.0623,9624.06,False,240.27,68.65,-10.08,,9700.26,6166,False,0,20200301T1634
7c6ddb,QFA621  ,Australia,1583040889.0,1583040889,144.7525,-37.83,1531.62,False,128.11,126.18,-3.58,,1546.86,1213,False,0,20200301T1634
780a29,,China,1583040878.0,1583040885,137.549,34.9837,10972.8,False,214.05,229.0,0.0,,,3606,False,0,20200301T1634
7609ad,ABQ275  ,Pakistan,1583040889.0,1583040889,69.2821,31.2167,10050.78,False,241.76,47.41,0.33,,10355.58,4120,False,0,20200301T1634
781114,CXA8341 ,China,1583040888.0,1583040888,114.9143,22.9633,9174.48,False,189.83,240.45,0.0,,9631.68,0174,False,0,20200301T1634
780a1c,CPA085  ,China,1583040889.0,1583040889,-72.8615,41.9981,8138.16,False,249.94,23.66,6.83,,7711.44,7142,False,0,20200301T1634
c07465,ROU1637 ,Canada,1583040889.0,1583040889,-74.2105,42.8902,10668.0,False,236.29,11.55,0.0,,10172.7,3315,False,0,20200301T1634
e48fca,TAM8063 ,Brazil,1583040881.0,1583040882,-35.6333,-9.9044,10972.8,False,221.8,207.34,0.0,,11597.64,,False,0,20200301T1634
780a38,CPA543  ,China,1583040889.0,1583040889,118.151,22.7221,11582.4,False,204.62,237.11,0.0,,12230.1,3764,False,0,20200301T1634
7c74c0,RSCU522 ,Australia,1583040888.0,1583040889,153.0228,-26.4558,1242.06,False,61.48,335.79,0.65,,1318.26,4567,False,0,20200301T1634
7609c3,SEP501  ,Pakistan,1583040889.0,1583040889,70.9411,30.4162,10972.8,False,235.26,208.47,0.0,,11277.6,3445,False,0,20200301T1634
89637d,ETD87U  ,United Arab Emirates,1583040796.0,1583040801,70.4966,17.8339,10363.2,False,213.74,296.13,0.33,,10972.8,0601,False,0,20200301T1634
780a2d,CPA237  ,China,1583040889.0,1583040889,9.2574,56.8443,10972.8,False,230.48,232.62,0.0,,10439.4,6203,False,0,20200301T1634
acd82a,PNC0927 ,United States,1583040856.0,1583040856,-74.1347,4.6444,2689.86,False,25.46,98.13,0.65,,2872.74,0227,False,0,20200301T1634
70c0ac,,Oman,1583040879.0,1583040884,54.8902,24.3546,9753.6,False,197.65,276.13,0.0,,10294.62,4005,False,0,20200301T1634
781122,CSN3975 ,China,1583040724.0,1583040753,113.7529,22.7126,259.08,False,80.75,153.11,-3.58,,403.86,7471,False,0,20200301T1634
424553,TYA108  ,United Kingdom,1583040851.0,1583040881,45.2583,56.095,,False,211.66,272.65,-0.33,,,6014,False,0,20200301T1634
70c0ab,OMA115  ,Oman,1583040889.0,1583040890,10.9057,49.0696,9060.18,False,192.93,317.16,-4.88,,8823.96,3234,False,0,20200301T1634
70c0c9,OMA236  ,Oman,1583040889.0,1583040889,73.2892,19.1679,10363.2,False,206.18,295.41,0.0,,10934.7,0676,False,0,20200301T1634
895062,RBA683  ,Brunei Darussalam,1583040889.0,1583040889,120.3965,14.3022,4480.56,False,144.57,359.39,-5.85,,4770.12,2016,False,0,20200301T1634
70c0c5,OMA822  ,Oman,1583040889.0,1583040889,78.3215,15.2322,12192.0,False,222.94,296.74,-0.33,,12893.04,2151,False,0,20200301T1634
7609b8,PIA301  ,Pakistan,1583040890.0,1583040890,71.1591,30.8207,10363.2,False,237.43,206.23,0.0,,10622.28,7333,False,0,20200301T1634
800732,AIC381  ,India,1583040889.0,1583040889,77.7576,24.6812,12192.0,False,195.38,305.03,0.0,,12641.58,2241,False,0,20200301T1634
7c6dc9,QFA573  ,Australia,1583040888.0,1583040889,134.0915,-31.4445,9745.98,False,211.79,261.34,0.0,,10203.18,5547,False,0,20200301T1634
80071b,IGO172  ,India,1583040889.0,1583040889,76.8166,13.1347,5745.48,False,177.08,85.17,-6.5,,6118.86,2774,False,0,20200301T1634
70c0c4,,Oman,,1583040881,,,,False,207.5,284.21,0.0,,,,False,0,20200301T1634
0200ca,RAM217  ,Morocco,1583040687.0,1583040777,-3.7525,34.2872,12184.38,False,241.91,251.91,-0.33,,12512.04,4255,False,0,20200301T1634
89638e,ABY440  ,United Arab Emirates,1583040885.0,1583040885,55.5096,25.331,,True,8.75,123.75,,,,4014,False,0,20200301T1634
478386,SAS904  ,Norway,1583040889.0,1583040889,13.1961,60.5616,11887.2,False,247.67,109.79,0.0,,11323.32,0226,False,0,20200301T1634
89505b,RBA003  ,Brunei Darussalam,1583040889.0,1583040889,9.9995,52.6147,12184.38,False,233.04,262.39,0.0,,11818.62,0512,False,0,20200301T1634
478388,SAS85C  ,Norway,1583040889.0,1583040889,6.6582,59.2919,9898.38,False,226.41,141.83,11.05,,9235.44,0235,False,0,20200301T1634
780a3d,CPA096  ,China,1583040889.0,1583040889,-121.372,36.0359,10668.0,False,256.57,152.41,0.0,,10629.9,4161,False,0,20200301T1634
781132,CDC868Z ,China,1583040879.0,1583040879,105.6537,27.7414,6888.48,False,214.45,154.42,0.0,,7132.32,,False,0,20200301T1634
a3475e,FFT2436 ,United States,1583040728.0,1583040739,-81.8201,41.4337,320.04,False,58.43,230.0,-3.58,,381.0,1431,False,0,20200301T1634
800734,AIC969  ,India,1583040886.0,1583040889,72.1001,18.9952,5897.88,False,206.96,257.66,10.08,,6141.72,0322,False,0,20200301T1634
800735,AIC125  ,India,1583040887.0,1583040889,72.8235,19.8487,6096.0,False,213.17,8.33,9.75,,6278.88,0247,False,0,20200301T1634
7c6db3,QFA538  ,Australia,1583040889.0,1583040889,153.4791,-28.2416,5021.58,False,191.04,17.07,-10.73,,5326.38,1345,False,0,20200301T1634
7609a8,PIA836  ,Pakistan,1583040799.0,1583040843,54.953,26.5445,11879.58,False,299.21,75.46,0.0,,12481.56,5274,False,0,20200301T1634
7c6db8,,Australia,,1583040887,,,,False,247.47,90.71,-8.45,,,,False,0,20200301T1634
42454b,AFL523  ,United Kingdom,1583040889.0,1583040889,55.1392,24.962,3581.4,False,165.77,272.13,10.4,,3710.94,0520,False,0,20200301T1634
abdb42,N863PA  ,United States,1583040780.0,1583040796,-81.1044,27.2373,762.0,False,60.97,116.57,-0.98,,815.34,3316,False,0,20200301T1634
75006f,XAX539  ,Malaysia,1583040698.0,1583040722,101.7364,2.686,4876.8,False,69.63,325.84,-3.25,,266.7,3225,False,0,20200301T1634
4baa55,THY4YH  ,Turkey,1583040889.0,1583040889,28.2742,40.8548,5859.78,False,196.34,259.28,9.43,,5875.02,2311,False,0,20200301T1634
750094,AXM5323 ,Malaysia,1583040889.0,1583040889,115.1056,5.7534,6713.22,False,219.42,254.5,13.0,,7117.08,0432,False,0,20200301T1634
40073e,BAW66V  ,United Kingdom,1583040889.0,1583040889,-11.7557,51.3761,11582.4,False,283.5,80.81,0.0,,11163.3,5443,False,0,20200301T1634
888052,HVN233  ,Viet Nam,1583040889.0,1583040889,106.8003,19.0119,9745.98,False,243.33,157.5,0.0,,10302.24,4100,False,0,20200301T1634
4bb143,THY18A  ,Turkey,1583040888.0,1583040889,-59.3708,46.5189,10058.4,False,274.25,76.33,0.0,,9631.68,5423,False,0,20200301T1634
4bb141,THY5MR  ,Turkey,1583040889.0,1583040889,28.5499,41.3415,2941.32,False,153.73,187.89,16.58,,2987.04,5174,False,0,20200301T1634
7810e7,CSZ9488 ,China,1583040830.0,1583040832,116.3183,24.2643,9509.76,False,189.47,272.33,5.2,,9936.48,0170,False,0,20200301T1634
4067d6,VIR454  ,United Kingdom,1583040881.0,1583040889,34.2855,32.1697,5219.7,False,160.18,295.08,11.38,,5189.22,7241,False,0,20200301T1634
8963f3,UAE3JF  ,United Arab Emirates,1583040889.0,1583040889,10.7274,49.4608,12192.0,False,232.04,294.63,0.0,,11955.78,3236,False,0,20200301T1634
80087e,FOLOWME7,India,1583040628.0,1583040628,72.8796,19.0975,,True,5.92,320.62,,,,,False,0,20200301T1634
8963f4,UAE45   ,United Arab Emirates,1583040883.0,1583040885,54.266,25.5354,5791.2,False,204.01,288.07,18.86,,5981.7,0550,False,0,20200301T1634
3c0aca,CFG3HM  ,Germany,1583040889.0,1583040889,7.6906,47.4132,10668.0,False,205.09,212.29,0.0,,10485.12,6672,False,0,20200301T1634
7810f8,,China,1583040884.0,1583040889,106.6724,28.8538,4229.1,False,161.62,358.18,-5.85,,4320.54,,False,0,20200301T1634
8963ee,UAE9KC  ,United Arab Emirates,1583040889.0,1583040889,7.5463,50.3296,12192.0,False,228.41,291.54,0.0,,11894.82,3252,False,0,20200301T1634
750074,XAX384  ,Malaysia,1583040889.0,1583040889,122.029,25.1211,6324.6,False,234.0,93.53,9.1,,6568.44,2646,False,0,20200301T1634
7c7794,VOZ1245 ,Australia,1583040889.0,1583040889,153.2936,-26.7323,4472.94,False,181.47,7.17,8.45,,4739.64,4445,False,0,20200301T1634
c05026,CGEJD   ,Canada,1583040889.0,1583040889,-81.3451,28.2064,4411.98,False,176.87,199.54,20.48,,4480.56,0734,False,0,20200301T1634
ad3581,JBU667  ,United States,1583040889.0,1583040889,-69.5362,20.3568,10668.0,False,265.01,131.3,0.0,,11247.12,2635,False,0,20200301T1634
aa7e79,UAL709  ,United States,1583040884.0,1583040884,-89.3445,43.13,,True,7.72,2.81,,,,3413,False,0,20200301T1634
8963fc,,United Arab Emirates,1583040881.0,1583040883,54.014,24.676,2514.6,False,142.34,112.3,-6.18,,2613.66,1133,False,0,20200301T1634
424757,VPCTS   ,United Kingdom,1583040886.0,1583040889,52.7256,26.0289,12755.88,False,204.3,296.95,5.2,,13350.24,6233,False,0,20200301T1634
c0634a,CGLPP   ,Canada,1583040889.0,1583040889,-78.4943,43.157,8229.6,False,247.12,113.95,-0.33,,7863.84,2160,False,0,20200301T1634
88805b,HVN232  ,Viet Nam,1583040889.0,1583040889,106.1608,19.0191,9448.8,False,221.8,334.15,0.0,,9982.2,5752,False,0,20200301T1634
4baa88,THY3MH  ,Turkey,1583040765.0,1583040765,27.4979,37.291,762.0,False,101.37,107.42,-0.33,,1188.72,0722,False,0,20200301T1634
8963d4,UAE398  ,United Arab Emirates,1583040874.0,1583040883,55.3666,25.2536,0.0,True,13.89,120.94,,,,0535,False,0,20200301T1634
8963be,ABY497  ,United Arab Emirates,1583040884.0,1583040884,55.5976,25.2849,434.34,False,85.34,302.44,-4.55,,426.72,4750,False,0,20200301T1634
a69424,,United States,1583040525.0,1583040715,-113.0242,38.0525,10363.2,False,194.64,280.51,-0.33,,10294.62,,False,0,20200301T1634
484ee4,KLM58R  ,Kingdom of the Netherlands,1583040889.0,1583040889,17.0561,49.0693,11582.4,False,206.93,299.82,0.0,,11353.8,1000,False,0,20200301T1634
484ee5,KLM74S  ,Kingdom of the Netherlands,1583040889.0,1583040889,-6.5336,40.7911,11590.02,False,255.98,42.48,0.0,,11620.5,5436,False,0,20200301T1634
3452c8,ANE13WQ ,Spain,1583040887.0,1583040888,8.5961,50.0485,228.6,True,0.0,247.5,,,,0636,False,0,20200301T1634
75002c,AXM6191 ,Malaysia,1583040889.0,1583040889,113.3987,3.9686,5250.18,False,226.4,227.03,10.4,,5562.6,5235,False,0,20200301T1634
8963ca,ABY480  ,United Arab Emirates,1583040884.0,1583040884,56.1503,25.1999,3032.76,False,144.69,302.96,0.33,,3162.3,4030,False,0,20200301T1634
4855d2,KLM84X  ,Kingdom of the Netherlands,1583040889.0,1583040889,6.0354,49.588,11582.4,False,205.72,324.36,0.33,,11292.84,1000,False,0,20200301T1634
4855d0,KLM62E  ,Kingdom of the Netherlands,1583040889.0,1583040889,0.8764,46.0127,10972.8,False,223.91,353.01,0.33,,10774.68,1000,False,0,20200301T1634
a07ccb,N130SK  ,United States,1583040867.0,1583040867,-118.1573,33.8159,0.0,False,9.79,266.99,-1.95,,0.0,5500,False,0,20200301T1634
8963e0,UAE145  ,United Arab Emirates,1583040889.0,1583040890,12.0524,50.6574,10972.8,False,227.38,298.07,0.0,,10675.62,3267,False,0,20200301T1634
70c0fd,OMA103  ,Oman,1583040889.0,1583040889,-0.1271,51.4655,1409.7,False,80.25,270.0,-4.88,,1219.2,3221,False,0,20200301T1634
70c0ff,,Oman,,1583040881,,,,False,281.43,93.56,0.33,,,,False,0,20200301T1634
a01012,N103CG  ,United States,1583040889.0,1583040889,-118.228,34.1221,518.16,False,37.22,220.52,-0.98,,525.78,1206,False,0,20200301T1634
a13c43,SKW3414 ,United States,1583040619.0,1583040667,-122.922,43.7723,10668.0,False,233.1,178.74,0.33,,10408.92,3507,False,0,20200301T1634
8963da,UAE527  ,United Arab Emirates,1583040889.0,1583040889,72.3271,19.6664,10492.74,False,221.11,293.88,-6.83,,11079.48,6331,False,0,20200301T1634
4baa8d,THY5DQ  ,Turkey,1583040877.0,1583040877,34.5647,32.643,7147.56,False,170.9,352.04,7.48,,7018.02,5616,False,0,20200301T1634
8963de,UAE23   ,United Arab Emirates,1583040884.0,1583040884,55.382,25.2465,,True,4.37,30.94,,,,0564,False,0,20200301T1634
8963db,UAE345  ,United Arab Emirates,1583040887.0,1583040887,79.6435,14.5979,10972.8,False,235.83,297.12,0.0,,11620.5,2116,False,0,20200301T1634
a226c5,FFT2522 ,United States,1583040889.0,1583040889,-86.9311,40.9273,10972.8,False,202.05,350.18,0.0,,10858.5,7447,False,0,20200301T1634
4bb182,THY8    ,Turkey,1583040740.0,1583040772,-68.5938,42.9427,11277.6,False,278.57,61.31,0.0,,10850.88,3620,False,0,20200301T1634
8963e9,UAE318  ,United Arab Emirates,,1583040867,,,,False,301.41,94.6,0.0,,,,False,0,20200301T1634
a359bc,DAL1043 ,United States,1583040875.0,1583040888,-117.174,32.7297,-15.24,False,75.54,286.21,-2.93,,0.0,6011,False,0,20200301T1634
8963e7,UAE87   ,United Arab Emirates,1583040885.0,1583040885,55.1667,25.3431,1584.96,False,141.48,270.63,6.5,,1600.2,6206,False,0,20200301T1634
8963b2,FDB9YD  ,United Arab Emirates,1583040882.0,1583040884,55.3516,25.2573,,True,7.72,98.44,,,,0530,False,0,20200301T1634
8963b0,FDB432  ,United Arab Emirates,1583040889.0,1583040889,71.1562,28.4207,10363.2,False,206.21,266.28,0.0,,10652.76,0513,False,0,20200301T1634
a55a47,N444JF  ,United States,1583040889.0,1583040889,-118.0697,34.6084,3238.5,False,131.09,260.06,-4.55,,3268.98,0532,False,0,20200301T1634
4bb149,THY34   ,Turkey,1583040889.0,1583040889,-72.3684,41.3439,10058.4,False,271.12,59.05,0.0,,9639.3,2501,False,0,20200301T1634
8963b7,FDB7ME  ,United Arab Emirates,1583040889.0,1583040889,50.9388,26.7086,12192.0,False,189.88,289.47,0.33,,12740.64,6232,False,0,20200301T1634
8963b5,FDB7FC  ,United Arab Emirates,1583040876.0,1583040883,55.3429,25.2659,,True,1.03,112.5,,,,0567,False,0,20200301T1634
8963b9,FDB1478 ,United Arab Emirates,1583040710.0,1583040744,55.3428,25.267,,True,0.64,30.94,,,,5170,False,0,20200301T1634
4baa69,THY92D  ,Turkey,1583040889.0,1583040889,33.1882,40.231,11262.36,False,249.12,97.59,0.0,,11186.16,5101,False,0,20200301T1634
4bb14a,THY9EZ  ,Turkey,1583040887.0,1583040889,31.0591,40.5576,8839.2,False,233.9,105.56,0.0,,8869.68,5106,False,0,20200301T1634
4baa74,THY3VZ  ,Turkey,1583040889.0,1583040889,29.3367,39.9937,8846.82,False,252.59,159.87,7.15,,8923.02,2354,False,0,20200301T1634
a21fc6,HBAL131 ,United States,1583040889.0,1583040889,-71.0625,17.2825,18897.6,False,3.45,116.57,-0.33,,19072.86,4453,False,0,20200301T1634
4067ef,TOM4EJ  ,United Kingdom,1583040851.0,1583040887,-1.3314,52.8271,350.52,True,0.0,180.0,,,,2243,False,0,20200301T1634
8963ac,A6HBT   ,United Arab Emirates,1583040881.0,1583040881,53.7049,24.8199,45.72,False,14.93,88.03,-2.93,,45.72,1122,False,0,20200301T1634
a1e18e,FFT665  ,United States,1583040889.0,1583040889,-106.9969,39.7374,10972.8,False,213.17,261.67,0.65,,10957.56,1405,False,0,20200301T1634
4067f2,SWG647  ,United Kingdom,1583040762.0,1583040762,-73.7564,45.4605,,True,1.54,135.0,,,,7423,False,0,20200301T1634
8963bc,FDB4UR  ,United Arab Emirates,1583040883.0,1583040883,55.3798,25.247,,True,1.03,30.94,,,,0555,False,0,20200301T1634
a9e285,NDU736  ,United States,1583040889.0,1583040889,-111.951,32.8626,1394.46,False,57.97,31.57,-2.93,,1379.22,1200,False,0,20200301T1634
4baa6c,TCJSL   ,Turkey,1583040733.0,1583040801,32.9995,40.1303,,True,15.95,59.06,,,,7771,False,0,20200301T1634
a6810d,VOI926  ,United States,1583040889.0,1583040889,-114.8272,32.1734,9745.98,False,187.13,309.42,-0.33,,10012.68,3110,False,0,20200301T1634
4ca90f,RYR90CU ,Ireland,1583040889.0,1583040889,-3.3768,40.2973,2705.1,False,155.89,164.5,14.63,,2758.44,1410,False,0,20200301T1634
8007b1,IGO5303 ,India,1583040858.0,1583040861,72.8725,19.0975,,True,1.29,53.44,,,,0265,False,0,20200301T1634
8007b2,IGO1713 ,India,1583040879.0,1583040883,57.4799,24.6156,10972.8,False,195.09,292.64,0.0,,11559.54,4745,False,0,20200301T1634
a333b5,UPS218  ,United States,1583040889.0,1583040889,-77.8347,39.7276,10972.8,False,208.85,264.35,0.0,,10668.0,2200,False,0,20200301T1634
7c7746,TGG9002 ,Australia,1583040889.0,1583040889,103.9923,1.0822,2941.32,False,132.06,274.24,-7.48,,3116.58,1051,False,0,20200301T1634
4ac9e2,SAS1228 ,Sweden,1583040887.0,1583040887,10.0231,57.0671,1882.14,False,131.2,149.61,19.51,,1546.86,5664,False,0,20200301T1634
8a0786,BTK7053 ,Indonesia,1583040707.0,1583040709,106.4861,-6.0742,4602.48,False,173.38,329.71,4.55,,4434.84,2566,False,0,20200301T1634
8007b3,IGO6517 ,India,1583040869.0,1583040869,75.2886,14.2735,8458.2,False,204.26,307.74,-9.1,,8991.6,2712,False,0,20200301T1634
a609d4,UAL555  ,United States,1583040889.0,1583040889,-117.5858,37.9556,10934.7,False,193.65,230.39,-2.93,,,1372,False,0,20200301T1634
a7ea7e,UPS62   ,United States,1583040889.0,1583040889,121.1008,24.8508,11582.4,False,205.45,229.57,0.0,,12169.14,3675,False,0,20200301T1634
add376,JBU1723 ,United States,1583040889.0,1583040889,-96.8513,40.2467,10363.2,False,212.29,275.14,0.33,,10325.1,6704,False,0,20200301T1634
896536,ETD88U  ,United Arab Emirates,1583040564.0,1583040762,3.3212,41.077,3688.08,False,147.74,272.0,-5.85,,4945.38,4067,False,0,20200301T1634
ad705e,SKW5912 ,United States,1583040889.0,1583040889,-114.3942,33.7464,6751.32,False,185.15,282.03,3.58,,6842.76,4106,False,0,20200301T1634
896539,ETD26N  ,United Arab Emirates,1583040889.0,1583040889,8.7291,45.6079,304.8,False,75.97,349.07,-3.9,,320.04,2325,False,0,20200301T1634
896537,ETD356  ,United Arab Emirates,1583040641.0,1583040676,48.0652,26.0202,8923.02,False,178.67,226.52,-2.93,,9319.26,3414,False,0,20200301T1634
4ac9f2,SAS1415 ,Sweden,1583040889.0,1583040889,16.421,58.7298,10363.2,False,201.04,220.54,0.0,,9852.66,0240,False,0,20200301T1634
ad4804,JBU839  ,United States,1583040888.0,1583040889,-72.6667,39.6772,6995.16,False,246.79,161.53,6.5,,6675.12,7571,False,0,20200301T1634
020044,RAM641B ,Morocco,1583040889.0,1583040889,2.3656,48.7257,,True,6.17,255.94,,,,7607,False,0,20200301T1634
896504,ABY530  ,United Arab Emirates,1583040888.0,1583040889,76.8825,28.838,10355.58,False,208.8,264.49,0.0,,10607.04,2521,False,0,20200301T1634
a1a63d,SKW525H ,United States,1583040889.0,1583040889,-110.6438,35.5538,11277.6,False,267.77,92.53,0.0,,11391.9,0504,False,0,20200301T1634
a6efa5,N546QS  ,United States,1583040889.0,1583040889,-55.6147,44.539,12496.8,False,301.87,81.28,-0.65,,12329.16,,False,0,20200301T1634
ab68dd,SCX606  ,United States,1583040889.0,1583040889,-93.3691,44.9455,990.6,False,100.12,112.35,-5.53,,883.92,7105,False,0,20200301T1634
a14f95,AAL1937 ,United States,1583040865.0,1583040889,-70.9468,42.3212,228.6,False,58.57,315.36,-3.25,,281.94,3351,False,0,20200301T1634
ab68f9,UAL735  ,United States,1583040890.0,1583040890,-120.5998,37.6764,8656.32,False,194.62,261.33,-12.68,,8602.98,5630,False,0,20200301T1634
4ca94b,IBK530  ,Ireland,1583040881.0,1583040887,24.9512,60.3288,,True,0.0,323.44,,,,3712,False,0,20200301T1634
ad4835,N955LA  ,United States,1583040889.0,1583040889,-118.2172,33.9106,152.4,False,43.68,237.99,0.65,,152.4,1206,False,0,20200301T1634
888097,VJC997  ,Viet Nam,1583040847.0,1583040869,112.1148,6.8693,11269.98,False,238.97,125.54,0.33,,12047.22,1755,False,0,20200301T1634
a333e5,N305WM  ,United States,1583040889.0,1583040889,-109.171,36.8127,12192.0,False,205.62,290.66,0.0,,12298.68,2220,False,0,20200301T1634
8678e2,ANA254  ,Japan,1583040887.0,1583040887,139.8267,35.4787,396.24,False,70.32,329.68,-4.23,,411.48,2344,False,0,20200301T1634
7c4a32,OXW     ,Australia,1583040888.0,1583040888,145.1136,-38.0081,259.08,False,42.58,295.02,-0.33,,182.88,3000,False,0,20200301T1634
4ac9eb,SAS35K  ,Sweden,1583040889.0,1583040889,15.4737,58.2521,11140.44,False,214.26,224.71,3.9,,10622.28,3510,False,0,20200301T1634
4ac9ee,SAS39E  ,Sweden,1583040889.0,1583040889,16.1526,58.3907,11087.1,False,214.74,217.31,6.5,,10568.94,0730,False,0,20200301T1634
7c4a0f,FD618   ,Australia,1583040889.0,1583040889,115.8285,-32.0095,563.88,False,99.45,356.74,-5.53,,563.88,4046,False,0,20200301T1634
7810b4,CHB6411 ,China,1583040889.0,1583040889,113.5523,22.6431,1988.82,False,100.54,3.81,-5.85,,2080.26,1546,False,0,20200301T1634
a3a9e2,N335RJ  ,United States,1583040889.0,1583040889,-89.4632,31.2221,8839.2,False,205.7,25.8,0.33,,8991.6,,False,0,20200301T1634
8007ca,IGO6572 ,India,1583040889.0,1583040889,77.8548,28.0487,6027.42,False,210.31,127.35,4.23,,6187.44,0506,False,0,20200301T1634
48436d,KLM862  ,Kingdom of the Netherlands,1583040869.0,1583040869,128.8699,53.7251,10363.2,False,246.02,319.75,0.0,,,3117,False,0,20200301T1634
7c4a26,OXK     ,Australia,1583040889.0,1583040889,145.093,-37.9605,312.42,False,47.38,311.48,4.88,,243.84,3000,False,0,20200301T1634
abdb17,N863MH  ,United States,1583040888.0,1583040889,-115.1736,36.1317,914.4,False,34.28,205.8,0.0,,861.06,0115,False,0,20200301T1634
7c4a22,OXG     ,Australia,1583040889.0,1583040889,145.1372,-37.9967,373.38,False,62.25,180.47,0.98,,304.8,3000,False,0,20200301T1634
7c14b3,EDH     ,Australia,1583040761.0,1583040761,153.0079,-27.5725,,True,4.63,75.94,,,,3000,False,0,20200301T1634
8007ce,IGO223  ,India,1583040638.0,1583040643,75.3518,25.4258,10972.8,False,222.28,205.5,0.33,,11384.28,0532,False,0,20200301T1634
02001c,RAM526S ,Morocco,1583040792.0,1583040881,-7.8612,32.9279,2941.32,False,142.97,45.73,-7.15,,3116.58,3640,False,0,20200301T1634
484368,KLM696  ,Kingdom of the Netherlands,1583040889.0,1583040889,-54.6612,47.7361,11582.4,False,284.28,83.45,0.0,,11254.74,,False,0,20200301T1634
4bbca4,HES7103 ,Turkey,1583040889.0,1583040889,14.7878,47.507,10980.42,False,210.41,323.55,0.0,,10858.5,3217,False,0,20200301T1634
4bbca3,HES6701 ,Turkey,1583040889.0,1583040889,11.525,49.5192,2042.16,False,101.78,330.97,-8.13,,1927.86,6342,False,0,20200301T1634
a5b18a,SKW5484 ,United States,1583040621.0,1583040640,-104.686,39.9395,1859.28,False,72.57,181.62,-4.23,,1882.14,1476,False,0,20200301T1634
484371,KLM808  ,Kingdom of the Netherlands,1583040889.0,1583040889,4.7113,52.3329,,True,12.86,132.19,,,,3521,False,0,20200301T1634
48435c,KZR111  ,Kingdom of the Netherlands,1583040865.0,1583040866,72.1725,43.6066,10363.2,False,229.81,264.99,0.0,,10393.68,3403,False,0,20200301T1634
88809a,HVN331  ,Viet Nam,1583040814.0,1583040816,111.7576,23.0756,10386.06,False,186.46,263.35,0.0,,10904.22,5026,False,0,20200301T1634
89647a,A6EUP   ,United Arab Emirates,1583040879.0,1583040882,55.3818,25.2534,,True,0.0,30.94,,,,2000,False,0,20200301T1634
781266,TBA9895 ,China,1583040889.0,1583040889,106.7558,29.5135,3802.38,False,180.51,81.48,7.15,,3848.1,5356,False,0,20200301T1634
89647e,UAE261  ,United Arab Emirates,1583040884.0,1583040884,55.3733,25.2404,0.0,True,1.03,120.94,,,,0576,False,0,20200301T1634
acbf60,NKS128  ,United States,1583040889.0,1583040889,-118.4976,33.8924,1036.32,False,131.76,191.49,13.0,,1028.7,7302,False,0,20200301T1634
484354,KZR8590 ,Kingdom of the Netherlands,1583040865.0,1583040865,67.9321,44.8798,11582.4,False,222.71,278.64,0.0,,11582.4,4567,False,0,20200301T1634
780b89,CQN2066 ,China,1583040589.0,1583040591,106.6853,29.8336,990.6,False,73.57,196.66,-2.6,,1028.7,4516,False,0,20200301T1634
780b88,CSC8514 ,China,1583040887.0,1583040887,106.8681,29.7528,1950.72,False,116.19,286.99,-3.9,,2202.18,7065,False,0,20200301T1634
896497,ABY414  ,United Arab Emirates,,1583040678,,,,False,0.0,123.75,,,,,False,0,20200301T1634
896496,ABY493  ,United Arab Emirates,1583040884.0,1583040884,55.7535,25.1964,1005.84,False,100.86,288.43,-3.9,,1043.94,4704,False,0,20200301T1634
4005c1,BAW64M  ,United Kingdom,1583040889.0,1583040889,1.8139,50.242,10774.68,False,226.0,295.05,-7.48,,10401.3,7533,False,0,20200301T1634
780b7b,CES2397 ,China,,1583040889,,,,False,236.29,128.99,-7.48,,,,False,0,20200301T1634
89648d,FDB590  ,United Arab Emirates,1583040888.0,1583040888,88.9458,22.5934,9753.6,False,199.47,276.81,0.0,,10088.88,4777,False,0,20200301T1634
89648c,FDB836  ,United Arab Emirates,1583040866.0,1583040887,46.5078,23.1796,10668.0,False,279.0,94.02,0.0,,11247.12,5265,False,0,20200301T1634
4245a9,PBD426  ,United Kingdom,1583040889.0,1583040889,52.9114,58.6819,11582.4,False,206.84,248.86,0.0,,10942.32,,False,0,20200301T1634
4245a8,PBD454  ,United Kingdom,1583040889.0,1583040889,43.9366,57.1924,11582.4,False,214.23,249.48,0.0,,11010.9,3324,False,0,20200301T1634
4245a5,PBD180  ,United Kingdom,1583040889.0,1583040889,38.4425,54.1907,10043.16,False,260.08,156.33,7.15,,9700.26,2715,False,0,20200301T1634
77058c,ALK122  ,Sri Lanka,1583040769.0,1583040769,79.7485,7.1211,914.4,False,119.42,185.69,-3.58,,883.92,0633,False,0,20200301T1634
a560f3,AMX026  ,United States,1583040889.0,1583040889,-88.102,39.179,11582.4,False,248.99,213.2,0.0,,11529.06,0477,False,0,20200301T1634
ac0cf8,DAL776  ,United States,1583040889.0,1583040889,-103.6939,39.2841,7719.06,False,197.63,300.5,-5.2,,7726.68,2016,False,0,20200301T1634
